PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
136783,7398,zzzzzzzzz,0,zzzzzzzzz,2,2,1.4285714285714286
45467,2210,'s never dull and always looks good .,3,'s never dull and always looks good .,1,2,1.4285714285714286
45468,2210,'s never dull and always looks good,3,'s never dull and always looks good,1,2,1.4285714285714286
45469,2210,'s never dull and,3,'s never dull and,1,2,1.4285714285714286
45470,2210,'s never dull,3,'s never dull,3,0,1.4285714285714286
93203,4859,But there 's plenty to offend everyone ...,1,But there 's plenty to offend everyone ...,2,1,1.4285714285714286
93204,4859,there 's plenty to offend everyone ...,0,there 's plenty to offend everyone ...,2,2,1.4285714285714286
93205,4859,'s plenty to offend everyone ...,0,'s plenty to offend everyone ...,2,2,1.4285714285714286
93206,4859,'s plenty to offend everyone,1,'s plenty to offend everyone,3,2,1.4285714285714286
93207,4859,plenty to offend everyone,1,plenty to offend everyone,3,2,1.4285714285714286
93208,4859,to offend everyone,2,to offend everyone,2,0,1.4285714285714286
45471,2210,always looks good,4,always looks good,3,1,1.4285714285714286
87571,4545,to love The Piano Teacher,3,to love The Piano Teacher,1,2,1.4285714285714286
93209,4859,offend everyone,1,offend everyone,2,1,1.4285714285714286
6707,268,bogus,1,bogus,2,1,1.4285714285714286
45472,2210,looks good,3,looks good,3,0,1.4285714285714286
87570,4545,going to love The Piano Teacher,4,going to love The Piano Teacher,3,1,1.4285714285714286
87572,4545,love The Piano Teacher,3,love The Piano Teacher,3,0,1.4285714285714286
45466,2210,It 's never dull and always looks good .,4,It 's never dull and always looks good .,1,3,1.4285714285714286
136780,7398,You see the movie,2,You see the movie,2,0,1.4285714285714286
24104,1095,uplifter,3,uplifter,2,1,1.4
144839,7863,a mess from start to finish,0,a mess from start to finish,2,2,1.4
144838,7863,is a mess from start to finish,0,is a mess from start to finish,2,2,1.4
144836,7863,The movie is a mess from start to finish .,1,The movie is a mess from start to finish .,0,1,1.4
90063,4687,It 's Splash without the jokes .,0,It 's Splash without the jokes .,3,3,1.4
90064,4687,'s Splash without the jokes .,1,'s Splash without the jokes .,3,2,1.4
90065,4687,'s Splash without the jokes,1,'s Splash without the jokes,2,1,1.4
90066,4687,Splash without the jokes,1,Splash without the jokes,2,1,1.4
144837,7863,is a mess from start to finish .,0,is a mess from start to finish .,2,2,1.4
129467,6961,`` Extreme Ops '' exceeds expectations .,3,`` Extreme Ops '' exceeds expectations .,2,1,1.4
144840,7863,a mess from start,2,a mess from start,2,0,1.4
62894,3182,ultimately tragic,1,ultimately tragic,2,1,1.4
62893,3182,Thoroughly engrossing,4,Thoroughly engrossing,4,0,1.4
62892,3182,Thoroughly engrossing and,3,Thoroughly engrossing and,2,1,1.4
62891,3182,Thoroughly engrossing and ultimately tragic,2,Thoroughly engrossing and ultimately tragic,4,2,1.4
62890,3182,Thoroughly engrossing and ultimately tragic .,1,Thoroughly engrossing and ultimately tragic .,4,3,1.4
129468,6961,Extreme Ops '' exceeds expectations .,3,Extreme Ops '' exceeds expectations .,2,1,1.4
129471,6961,exceeds expectations,4,exceeds expectations,2,2,1.4
90067,4687,without the jokes,2,without the jokes,2,0,1.4
24101,1095,", retro uplifter .",3,", retro uplifter .",2,1,1.4
129469,6961,'' exceeds expectations .,3,'' exceeds expectations .,2,1,1.4
24100,1095,"Reassuring , retro uplifter .",4,"Reassuring , retro uplifter .",2,2,1.4
129470,6961,exceeds expectations .,4,exceeds expectations .,2,2,1.4
24102,1095,retro uplifter .,3,retro uplifter .,2,1,1.4
24103,1095,uplifter .,4,uplifter .,2,2,1.4
109282,5786,get buried alive,2,get buried alive,2,0,1.3846153846153846
67252,3412,", it 's awfully entertaining to watch .",3,", it 's awfully entertaining to watch .",1,2,1.3846153846153846
67251,3412,pretty unbelievable,1,pretty unbelievable,2,1,1.3846153846153846
155989,8540,either you 're willing to go with this claustrophobic concept,1,either you 're willing to go with this claustrophobic concept,0,1,1.3846153846153846
67250,3412,seem pretty unbelievable,2,seem pretty unbelievable,1,1,1.3846153846153846
155990,8540,you 're willing to go with this claustrophobic concept,2,you 're willing to go with this claustrophobic concept,0,2,1.3846153846153846
155991,8540,'re willing to go with this claustrophobic concept,2,'re willing to go with this claustrophobic concept,2,0,1.3846153846153846
155987,8540,either you 're willing to go with this claustrophobic concept or you 're not,2,either you 're willing to go with this claustrophobic concept or you 're not,0,2,1.3846153846153846
155992,8540,willing to go with this claustrophobic concept,1,willing to go with this claustrophobic concept,0,1,1.3846153846153846
109278,5786,your favorite pet get buried alive,1,your favorite pet get buried alive,3,2,1.3846153846153846
155988,8540,either you 're willing to go with this claustrophobic concept or,2,either you 're willing to go with this claustrophobic concept or,0,2,1.3846153846153846
109277,5786,watching your favorite pet get buried alive,0,watching your favorite pet get buried alive,3,3,1.3846153846153846
67253,3412,it 's awfully entertaining to watch .,3,it 's awfully entertaining to watch .,1,2,1.3846153846153846
109281,5786,pet,2,pet,2,0,1.3846153846153846
109276,5786,about as humorous,1,about as humorous,2,1,1.3846153846153846
109275,5786,about as humorous as,2,about as humorous as,2,0,1.3846153846153846
155986,8540,either you 're willing to go with this claustrophobic concept or you 're not .,2,either you 're willing to go with this claustrophobic concept or you 're not .,0,2,1.3846153846153846
155985,8540,... either you 're willing to go with this claustrophobic concept or you 're not .,2,... either you 're willing to go with this claustrophobic concept or you 're not .,0,2,1.3846153846153846
109272,5786,is about as humorous as watching your favorite pet get buried alive .,1,is about as humorous as watching your favorite pet get buried alive .,3,2,1.3846153846153846
67254,3412,'s awfully entertaining to watch .,4,'s awfully entertaining to watch .,1,3,1.3846153846153846
67255,3412,'s awfully entertaining to watch,4,'s awfully entertaining to watch,3,1,1.3846153846153846
67256,3412,'s awfully entertaining,3,'s awfully entertaining,1,2,1.3846153846153846
67257,3412,awfully entertaining,3,awfully entertaining,1,2,1.3846153846153846
109274,5786,is about as humorous as,2,is about as humorous as,3,1,1.3846153846153846
109273,5786,is about as humorous as watching your favorite pet get buried alive,0,is about as humorous as watching your favorite pet get buried alive,3,3,1.3846153846153846
109283,5786,buried alive,2,buried alive,3,1,1.3846153846153846
109271,5786,The movie is about as humorous as watching your favorite pet get buried alive .,0,The movie is about as humorous as watching your favorite pet get buried alive .,3,3,1.3846153846153846
109279,5786,your favorite pet,2,your favorite pet,3,1,1.3846153846153846
155993,8540,to go with this claustrophobic concept,1,to go with this claustrophobic concept,2,1,1.3846153846153846
147601,8032,There 's not one decent performance from the cast and not one clever line of dialogue .,0,There 's not one decent performance from the cast and not one clever line of dialogue .,3,3,1.3846153846153846
147603,8032,'s not one decent performance from the cast and not one clever line of dialogue,0,'s not one decent performance from the cast and not one clever line of dialogue,3,3,1.3846153846153846
147604,8032,one decent performance from the cast and not one clever line of dialogue,1,one decent performance from the cast and not one clever line of dialogue,3,2,1.3846153846153846
147605,8032,one decent performance from the cast and,3,one decent performance from the cast and,3,0,1.3846153846153846
67249,3412,seem pretty unbelievable at times,2,seem pretty unbelievable at times,1,1,1.3846153846153846
155997,8540,claustrophobic concept,1,claustrophobic concept,2,1,1.3846153846153846
147606,8032,one decent performance from the cast,2,one decent performance from the cast,3,1,1.3846153846153846
147607,8032,one decent performance,3,one decent performance,3,0,1.3846153846153846
147608,8032,decent performance,3,decent performance,3,0,1.3846153846153846
155996,8540,this claustrophobic concept,1,this claustrophobic concept,2,1,1.3846153846153846
155995,8540,with this claustrophobic concept,2,with this claustrophobic concept,0,2,1.3846153846153846
147609,8032,from the cast,2,from the cast,2,0,1.3846153846153846
147610,8032,not one clever line of dialogue,0,not one clever line of dialogue,3,3,1.3846153846153846
147602,8032,'s not one decent performance from the cast and not one clever line of dialogue .,1,'s not one decent performance from the cast and not one clever line of dialogue .,3,2,1.3846153846153846
155994,8540,go with this claustrophobic concept,1,go with this claustrophobic concept,2,1,1.3846153846153846
109280,5786,favorite pet,2,favorite pet,3,1,1.3846153846153846
147611,8032,not one clever line,0,not one clever line,3,3,1.3846153846153846
147612,8032,one clever line,3,one clever line,3,0,1.3846153846153846
147613,8032,clever line,2,clever line,3,1,1.3846153846153846
67245,3412,"While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .",3,"While the story does seem pretty unbelievable at times , it 's awfully entertaining to watch .",1,2,1.3846153846153846
67246,3412,While the story does seem pretty unbelievable at times,2,While the story does seem pretty unbelievable at times,1,1,1.3846153846153846
67247,3412,the story does seem pretty unbelievable at times,1,the story does seem pretty unbelievable at times,1,0,1.3846153846153846
67248,3412,does seem pretty unbelievable at times,1,does seem pretty unbelievable at times,1,0,1.3846153846153846
103412,5452,bogus profundities,2,bogus profundities,1,1,1.375
103410,5452,the tale with bogus profundities,0,the tale with bogus profundities,3,3,1.375
103409,5452,weighs down,1,weighs down,2,1,1.375
103408,5452,weighs down the tale with bogus profundities,0,weighs down the tale with bogus profundities,3,3,1.375
103411,5452,with bogus profundities,0,with bogus profundities,1,1,1.375
29878,1384,violent and mindless,0,violent and mindless,2,2,1.375
103413,5452,profundities,2,profundities,2,0,1.375
138664,7513,are puerile .,2,are puerile .,1,1,1.375
29864,1384,"A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",1,"A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .",3,2,1.375
29865,1384,"like the imaginary sport it projects onto the screen -- loud , violent and mindless .",1,"like the imaginary sport it projects onto the screen -- loud , violent and mindless .",3,2,1.375
29866,1384,"like the imaginary sport it projects onto the screen -- loud , violent and mindless",0,"like the imaginary sport it projects onto the screen -- loud , violent and mindless",3,3,1.375
29867,1384,"the imaginary sport it projects onto the screen -- loud , violent and mindless",1,"the imaginary sport it projects onto the screen -- loud , violent and mindless",3,2,1.375
29868,1384,the imaginary sport,2,the imaginary sport,2,0,1.375
29869,1384,imaginary sport,2,imaginary sport,2,0,1.375
29871,1384,"it projects onto the screen -- loud , violent and mindless",1,"it projects onto the screen -- loud , violent and mindless",3,2,1.375
29872,1384,"projects onto the screen -- loud , violent and mindless",1,"projects onto the screen -- loud , violent and mindless",3,2,1.375
29873,1384,"onto the screen -- loud , violent and mindless",1,"onto the screen -- loud , violent and mindless",3,2,1.375
29874,1384,"the screen -- loud , violent and mindless",1,"the screen -- loud , violent and mindless",0,1,1.375
29875,1384,the screen --,2,the screen --,2,0,1.375
29876,1384,"loud , violent and mindless",1,"loud , violent and mindless",0,1,1.375
29877,1384,", violent and mindless",1,", violent and mindless",2,1,1.375
29879,1384,violent and,1,violent and,2,1,1.375
138665,7513,are puerile,0,are puerile,1,1,1.375
29870,1384,imaginary,3,imaginary,2,1,1.375
93489,4874,will find millions of eager fans,4,will find millions of eager fans,2,2,1.375
138663,7513,the gags are puerile .,0,the gags are puerile .,1,1,1.375
138662,7513,'s pathetic,0,'s pathetic,2,2,1.375
93487,4874,Chamber of Secrets,3,Chamber of Secrets,2,1,1.375
93486,4874,Chamber of Secrets will find millions of eager fans .,4,Chamber of Secrets will find millions of eager fans .,2,2,1.375
93490,4874,find millions of eager fans,3,find millions of eager fans,2,1,1.375
93491,4874,millions of eager fans,4,millions of eager fans,2,2,1.375
93492,4874,of eager fans,3,of eager fans,2,1,1.375
93493,4874,eager fans,3,eager fans,2,1,1.375
103407,5452,weighs down the tale with bogus profundities .,1,weighs down the tale with bogus profundities .,3,2,1.375
103406,5452,Kapur weighs down the tale with bogus profundities .,1,Kapur weighs down the tale with bogus profundities .,1,0,1.375
138661,7513,The story 's pathetic,0,The story 's pathetic,2,2,1.375
138660,7513,The story 's pathetic and,0,The story 's pathetic and,2,2,1.375
138659,7513,The story 's pathetic and the gags are puerile .,0,The story 's pathetic and the gags are puerile .,1,1,1.375
138658,7513,The story 's pathetic and the gags are puerile . .,0,The story 's pathetic and the gags are puerile . .,1,1,1.375
93488,4874,will find millions of eager fans .,3,will find millions of eager fans .,2,1,1.375
38760,1849,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",3,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.3703703703703705
38778,1849,the funniest jokes,4,the funniest jokes,3,1,1.3703703703703705
38772,1849,"has some of the funniest jokes of any movie this year ,",4,"has some of the funniest jokes of any movie this year ,",4,0,1.3703703703703705
38773,1849,has some of the funniest jokes of any movie this year,4,has some of the funniest jokes of any movie this year,4,0,1.3703703703703705
38774,1849,has some of the funniest jokes of any movie,4,has some of the funniest jokes of any movie,2,2,1.3703703703703705
38775,1849,some of the funniest jokes of any movie,4,some of the funniest jokes of any movie,2,2,1.3703703703703705
38776,1849,of the funniest jokes of any movie,4,of the funniest jokes of any movie,2,2,1.3703703703703705
38777,1849,the funniest jokes of any movie,4,the funniest jokes of any movie,2,2,1.3703703703703705
38781,1849,including those intended for adults,2,including those intended for adults,2,0,1.3703703703703705
38759,1849,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",4,"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.3703703703703705
38780,1849,of any movie,2,of any movie,2,0,1.3703703703703705
38770,1849,"it has some of the funniest jokes of any movie this year , including those intended for adults",4,"it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.3703703703703705
38782,1849,those intended for adults,2,those intended for adults,2,0,1.3703703703703705
38783,1849,intended for adults,2,intended for adults,2,0,1.3703703703703705
38784,1849,for adults,2,for adults,2,0,1.3703703703703705
38758,1849,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",4,"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",1,3,1.3703703703703705
38771,1849,"has some of the funniest jokes of any movie this year , including those intended for adults",3,"has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.3703703703703705
38779,1849,funniest jokes,3,funniest jokes,3,0,1.3703703703703705
38769,1849,"because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.3703703703703705
38762,1849,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.3703703703703705
38768,1849,by quickly,2,by quickly,2,0,1.3703703703703705
38767,1849,goes by quickly,3,goes by quickly,2,1,1.3703703703703705
38766,1849,"goes by quickly ,",2,"goes by quickly ,",2,0,1.3703703703703705
38765,1849,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.3703703703703705
38764,1849,"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",3,"it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,2,1.3703703703703705
38763,1849,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",1,3,1.3703703703703705
38761,1849,may even,2,may even,2,0,1.3703703703703705
132448,7142,seriously intended,3,seriously intended,2,1,1.368421052631579
132443,7142,is a seriously intended movie that is not easily forgotten .,4,is a seriously intended movie that is not easily forgotten .,1,3,1.368421052631579
132436,7142,acted by the four primary actors,2,acted by the four primary actors,2,0,1.368421052631579
132450,7142,is not easily forgotten,3,is not easily forgotten,1,2,1.368421052631579
132451,7142,easily forgotten,1,easily forgotten,1,0,1.368421052631579
132434,7142,Extremely well acted by the four primary actors,3,Extremely well acted by the four primary actors,4,1,1.368421052631579
132435,7142,well acted by the four primary actors,4,well acted by the four primary actors,2,2,1.368421052631579
132441,7142,", this is a seriously intended movie that is not easily forgotten .",4,", this is a seriously intended movie that is not easily forgotten .",1,3,1.368421052631579
132433,7142,"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",4,"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",1,3,1.368421052631579
132447,7142,seriously intended movie,3,seriously intended movie,2,1,1.368421052631579
132444,7142,is a seriously intended movie that is not easily forgotten,3,is a seriously intended movie that is not easily forgotten,1,2,1.368421052631579
132445,7142,a seriously intended movie that is not easily forgotten,3,a seriously intended movie that is not easily forgotten,1,2,1.368421052631579
132437,7142,by the four primary actors,2,by the four primary actors,2,0,1.368421052631579
132442,7142,this is a seriously intended movie that is not easily forgotten .,4,this is a seriously intended movie that is not easily forgotten .,1,3,1.368421052631579
132440,7142,primary actors,2,primary actors,2,0,1.368421052631579
132438,7142,the four primary actors,3,the four primary actors,2,1,1.368421052631579
132449,7142,that is not easily forgotten,2,that is not easily forgotten,1,1,1.368421052631579
132439,7142,four primary actors,2,four primary actors,2,0,1.368421052631579
132446,7142,a seriously intended movie,3,a seriously intended movie,2,1,1.368421052631579
147069,8004,than pandering,2,than pandering,2,0,1.3636363636363635
147068,8004,rather than pandering,2,rather than pandering,2,0,1.3636363636363635
147067,8004,genuine rather than pandering,4,genuine rather than pandering,1,3,1.3636363636363635
147066,8004,seem genuine rather than pandering,4,seem genuine rather than pandering,1,3,1.3636363636363635
151935,8291,Vampire epic succeeds as spooky action-packed trash of the highest order .,2,Vampire epic succeeds as spooky action-packed trash of the highest order .,3,1,1.3636363636363635
151936,8291,Vampire epic,2,Vampire epic,3,1,1.3636363636363635
151937,8291,succeeds as spooky action-packed trash of the highest order .,2,succeeds as spooky action-packed trash of the highest order .,3,1,1.3636363636363635
151938,8291,succeeds as spooky action-packed trash of the highest order,4,succeeds as spooky action-packed trash of the highest order,3,1,1.3636363636363635
151940,8291,spooky action-packed trash of the highest order,0,spooky action-packed trash of the highest order,3,3,1.3636363636363635
151941,8291,spooky action-packed trash,1,spooky action-packed trash,3,2,1.3636363636363635
151942,8291,action-packed trash,1,action-packed trash,3,2,1.3636363636363635
147064,8004,makes the material seem genuine rather than pandering,3,makes the material seem genuine rather than pandering,1,2,1.3636363636363635
147063,8004,makes the material seem genuine rather than pandering .,3,makes the material seem genuine rather than pandering .,1,2,1.3636363636363635
151943,8291,of the highest order,4,of the highest order,2,2,1.3636363636363635
147062,8004,careful handling,2,careful handling,2,0,1.3636363636363635
147061,8004,LaBute 's,2,LaBute 's,2,0,1.3636363636363635
147060,8004,LaBute 's careful handling,2,LaBute 's careful handling,2,0,1.3636363636363635
147059,8004,LaBute 's careful handling makes the material seem genuine rather than pandering .,4,LaBute 's careful handling makes the material seem genuine rather than pandering .,1,3,1.3636363636363635
151944,8291,the highest order,2,the highest order,2,0,1.3636363636363635
151945,8291,highest order,2,highest order,2,0,1.3636363636363635
151939,8291,as spooky action-packed trash of the highest order,1,as spooky action-packed trash of the highest order,3,2,1.3636363636363635
147065,8004,the material seem genuine rather than pandering,3,the material seem genuine rather than pandering,1,2,1.3636363636363635
85343,4413,a superior moral tone is more important,2,a superior moral tone is more important,4,2,1.3571428571428572
85346,4413,moral tone,2,moral tone,2,0,1.3571428571428572
110420,5849,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way",2,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way",1,1,1.3571428571428572
110421,5849,"The actors are simply too good , and the story too intriguing ,",4,"The actors are simply too good , and the story too intriguing ,",3,1,1.3571428571428572
85344,4413,a superior moral tone,4,a superior moral tone,4,0,1.3571428571428572
110422,5849,"The actors are simply too good , and the story too intriguing",4,"The actors are simply too good , and the story too intriguing",3,1,1.3571428571428572
110423,5849,"The actors are simply too good , and",4,"The actors are simply too good , and",1,3,1.3571428571428572
110424,5849,"The actors are simply too good ,",3,"The actors are simply too good ,",1,2,1.3571428571428572
110425,5849,The actors are simply too good,4,The actors are simply too good,1,3,1.3571428571428572
110426,5849,are simply too good,3,are simply too good,1,2,1.3571428571428572
110427,5849,too good,3,too good,2,1,1.3571428571428572
110428,5849,the story too intriguing,2,the story too intriguing,3,1,1.3571428571428572
110429,5849,too intriguing,2,too intriguing,3,1,1.3571428571428572
110430,5849,for technical flaws to get in the way,1,for technical flaws to get in the way,1,0,1.3571428571428572
110431,5849,technical flaws to get in the way,1,technical flaws to get in the way,1,0,1.3571428571428572
110432,5849,technical flaws,1,technical flaws,1,0,1.3571428571428572
85350,4413,filmmaking skill,2,filmmaking skill,2,0,1.3571428571428572
85349,4413,than filmmaking skill,2,than filmmaking skill,2,0,1.3571428571428572
85348,4413,more important,2,more important,2,0,1.3571428571428572
110419,5849,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",4,"The actors are simply too good , and the story too intriguing , for technical flaws to get in the way .",1,3,1.3571428571428572
85342,4413,suggests a superior moral tone is more important,2,suggests a superior moral tone is more important,4,2,1.3571428571428572
85341,4413,suggests a superior moral tone is more important than filmmaking skill,1,suggests a superior moral tone is more important than filmmaking skill,4,3,1.3571428571428572
85331,4413,chosen few,2,chosen few,2,0,1.3571428571428572
85324,4413,"is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.3571428571428572
85325,4413,"parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,"parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.3571428571428572
85326,4413,", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,", accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.3571428571428572
85327,4413,"accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",0,"accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,4,1.3571428571428572
85328,4413,accessible to a chosen few,2,accessible to a chosen few,2,0,1.3571428571428572
85329,4413,to a chosen few,2,to a chosen few,2,0,1.3571428571428572
85330,4413,a chosen few,2,a chosen few,2,0,1.3571428571428572
85332,4413,", standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,", standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.3571428571428572
85340,4413,smugly,1,smugly,1,0,1.3571428571428572
85333,4413,"standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.3571428571428572
85334,4413,standoffish to everyone else,1,standoffish to everyone else,1,0,1.3571428571428572
85335,4413,standoffish,2,standoffish,2,0,1.3571428571428572
85336,4413,to everyone else,2,to everyone else,2,0,1.3571428571428572
85337,4413,everyone else,2,everyone else,2,0,1.3571428571428572
85338,4413,", and smugly suggests a superior moral tone is more important than filmmaking skill",1,", and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.3571428571428572
85339,4413,smugly suggests a superior moral tone is more important than filmmaking skill,2,smugly suggests a superior moral tone is more important than filmmaking skill,4,2,1.3571428571428572
85347,4413,is more important,2,is more important,3,1,1.3571428571428572
85323,4413,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",1,"It is parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill",4,3,1.3571428571428572
85345,4413,superior moral tone,3,superior moral tone,4,1,1.3571428571428572
32076,1501,can out-bad-act the other,1,can out-bad-act the other,2,1,1.3529411764705883
148199,8064,computer-generated cold fish,1,computer-generated cold fish,2,1,1.3529411764705883
32072,1501,contest to see who can out-bad-act the other,0,contest to see who can out-bad-act the other,2,2,1.3529411764705883
148187,8064,"no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",1,"no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",4,3,1.3529411764705883
148188,8064,no excuse,1,no excuse,2,1,1.3529411764705883
148189,8064,"for following up a delightful , well-crafted family film with a computer-generated cold fish",3,"for following up a delightful , well-crafted family film with a computer-generated cold fish",4,1,1.3529411764705883
148190,8064,"following up a delightful , well-crafted family film with a computer-generated cold fish",3,"following up a delightful , well-crafted family film with a computer-generated cold fish",4,1,1.3529411764705883
148191,8064,"following up a delightful , well-crafted family film",3,"following up a delightful , well-crafted family film",3,0,1.3529411764705883
148192,8064,following up,2,following up,2,0,1.3529411764705883
148193,8064,"a delightful , well-crafted family film",4,"a delightful , well-crafted family film",3,1,1.3529411764705883
148194,8064,"delightful , well-crafted family film",4,"delightful , well-crafted family film",3,1,1.3529411764705883
148195,8064,", well-crafted family film",4,", well-crafted family film",3,1,1.3529411764705883
148196,8064,well-crafted family film,3,well-crafted family film,3,0,1.3529411764705883
148197,8064,with a computer-generated cold fish,2,with a computer-generated cold fish,2,0,1.3529411764705883
148198,8064,a computer-generated cold fish,0,a computer-generated cold fish,2,2,1.3529411764705883
148200,8064,cold fish,1,cold fish,2,1,1.3529411764705883
148184,8064,"There 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",1,"There 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",4,3,1.3529411764705883
32078,1501,out-bad-act,2,out-bad-act,2,0,1.3529411764705883
32077,1501,out-bad-act the other,0,out-bad-act the other,2,2,1.3529411764705883
32075,1501,who can out-bad-act the other,1,who can out-bad-act the other,2,1,1.3529411764705883
32062,1501,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,0,Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,2,2,1.3529411764705883
32063,1501,Kirshner and Monroe,2,Kirshner and Monroe,2,0,1.3529411764705883
32064,1501,Kirshner and,2,Kirshner and,2,0,1.3529411764705883
32065,1501,Monroe,2,Monroe,2,0,1.3529411764705883
32066,1501,seem to be in a contest to see who can out-bad-act the other .,0,seem to be in a contest to see who can out-bad-act the other .,2,2,1.3529411764705883
32067,1501,seem to be in a contest to see who can out-bad-act the other,0,seem to be in a contest to see who can out-bad-act the other,2,2,1.3529411764705883
32068,1501,to be in a contest to see who can out-bad-act the other,1,to be in a contest to see who can out-bad-act the other,2,1,1.3529411764705883
32069,1501,be in a contest to see who can out-bad-act the other,0,be in a contest to see who can out-bad-act the other,2,2,1.3529411764705883
32070,1501,in a contest to see who can out-bad-act the other,0,in a contest to see who can out-bad-act the other,2,2,1.3529411764705883
32071,1501,a contest to see who can out-bad-act the other,0,a contest to see who can out-bad-act the other,2,2,1.3529411764705883
32074,1501,see who can out-bad-act the other,0,see who can out-bad-act the other,2,2,1.3529411764705883
148185,8064,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",1,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",4,3,1.3529411764705883
148186,8064,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",0,"'s no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish",4,4,1.3529411764705883
32073,1501,to see who can out-bad-act the other,0,to see who can out-bad-act the other,2,2,1.3529411764705883
52153,2575,just that it 's so not-at-all-good,0,just that it 's so not-at-all-good,1,1,1.3333333333333333
52155,2575,it 's so not-at-all-good,0,it 's so not-at-all-good,2,2,1.3333333333333333
52156,2575,'s so not-at-all-good,0,'s so not-at-all-good,2,2,1.3333333333333333
52157,2575,so not-at-all-good,0,so not-at-all-good,2,2,1.3333333333333333
52158,2575,not-at-all-good,0,not-at-all-good,2,2,1.3333333333333333
130298,7019,is this bad on purpose,0,is this bad on purpose,2,2,1.3333333333333333
80727,4158,I simply can not recommend it enough .,3,I simply ca n't recommend it enough .,2,1,1.3333333333333333
71550,3650,no chemistry or,1,no chemistry or,2,1,1.3333333333333333
71549,3650,no chemistry or engaging charisma,0,no chemistry or engaging charisma,3,3,1.3333333333333333
71548,3650,share no chemistry or engaging charisma,0,share no chemistry or engaging charisma,3,3,1.3333333333333333
